id,IND_BOM_1_1
811,1
812,1
813,1
814,0
815,1
816,0
817,1
818,1
819,0
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,0
828,1
829,1
830,0
831,0
832,1
833,1
834,0
835,0
836,1
837,0
838,0
839,0
840,0
841,1
842,0
843,1
844,0
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,0
854,0
855,0
856,0
857,0
858,0
859,1
860,1
861,1
862,0
863,1
864,1
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,1
876,1
877,0
878,1
879,0
880,0
881,1
882,0
883,0
884,0
885,1
886,1
887,0
888,0
889,1
890,0
891,0
892,0
893,1
894,0
895,0
896,0
897,1
898,0
899,1
900,1
901,0
902,0
903,0
904,0
905,0
906,1
907,0
908,1
909,0
910,1
911,1
912,0
913,0
914,0
915,1
916,1
917,0
918,0
919,0
920,0
921,1
922,1
923,1
924,0
925,1
926,0
927,1
928,1
929,1
930,1
931,0
932,0
933,0
934,1
935,1
936,1
937,0
938,1
939,1
940,0
941,1
942,1
943,1
944,0
945,0
946,1
947,0
948,0
949,1
950,1
951,1
952,1
953,0
954,1
955,0
956,0
957,1
958,1
959,0
960,1
961,0
962,1
963,0
964,0
965,1
966,0
967,1
968,1
969,0
970,0
971,0
972,0
973,1
974,1
975,0
976,0
977,1
978,1
979,0
980,0
981,1
982,1
983,1
984,1
985,1
986,1
987,0
988,0
989,0
990,1
991,0
992,1
993,0
994,1
995,0
996,1
997,1
998,1
999,1
1000,1
1001,0
1002,0
1003,0
1004,1
1005,1
1006,0
1007,0
1008,0
1009,1
1010,0
1011,1
1012,1
1013,1
1014,0
1015,1
1016,1
1017,0
1018,1
1019,0
1020,1
1021,0
1022,1
1023,0
1024,1
1025,0
1026,0
1027,1
1028,0
1029,0
1030,0
1031,0
1032,1
1033,1
1034,0
1035,0
1036,0
1037,1
1038,0
1039,1
1040,0
1041,0
1042,0
1043,0
1044,1
1045,0
1046,1
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,1
1054,1
1055,0
1056,0
1057,1
1058,1
1059,1
1060,0
1061,1
1062,1
1063,1
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,1
1071,0
1072,0
1073,0
1074,0
1075,1
1076,1
1077,1
1078,0
1079,0
1080,1
1081,1
1082,1
1083,1
1084,1
1085,0
1086,1
1087,1
1088,1
1089,0
1090,1
1091,0
1092,1
1093,0
1094,0
1095,0
1096,1
1097,0
1098,0
1099,1
1100,1
1101,1
1102,0
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,0
1110,0
1111,0
1112,0
1113,1
1114,0
1115,1
1116,1
1117,1
1118,1
1119,0
1120,0
1121,1
1122,0
1123,1
1124,1
1125,0
1126,1
1127,0
1128,0
1129,1
1130,1
1131,1
1132,1
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,0
1140,0
1141,1
1142,0
1143,1
1144,1
1145,0
1146,0
1147,1
1148,1
1149,1
1150,0
1151,0
1152,1
1153,1
1154,0
1155,1
1156,0
1157,0
1158,0
1159,1
1160,1
1161,0
1162,1
1163,0
1164,0
1165,1
1166,1
1167,0
1168,0
1169,1
1170,1
1171,0
1172,1
1173,1
1174,1
1175,0
1176,0
1177,1
1178,0
1179,0
1180,0
1181,1
1182,0
1183,1
1184,0
1185,0
1186,0
1187,1
1188,1
1189,1
1190,1
1191,1
1192,1
1193,0
1194,1
1195,0
1196,0
1197,0
1198,1
1199,0
1200,0
1201,0
1202,0
1203,1
1204,0
1205,0
1206,1
1207,1
1208,1
1209,0
1210,0
1211,1
1212,1
1213,0
1214,1
1215,1
1216,1
1217,0
1218,0
1219,1
1220,1
1221,1
1222,0
1223,0
1224,0
1225,1
1226,0
1227,0
1228,0
1229,0
1230,1
1231,0
1232,0
1233,1
1234,1
1235,0
1236,1
1237,1
1238,1
1239,1
1240,0
1241,1
1242,0
1243,0
1244,1
1245,1
1246,0
1247,0
1248,0
1249,1
1250,0
1251,0
1252,0
1253,1
1254,1
1255,1
1256,1
1257,0
1258,0
1259,0
1260,1
1261,0
1262,1
1263,0
1264,0
1265,0
1266,0
1267,1
1268,1
1269,0
1270,0
1271,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,0
1278,0
1279,1
1280,1
1281,0
1282,0
1283,0
1284,1
1285,0
1286,0
1287,0
1288,1
1289,0
1290,0
1291,0
1292,0
1293,0
1294,1
1295,0
1296,1
1297,0
1298,0
1299,1
1300,1
1301,0
1302,0
1303,1
1304,0
1305,0
1306,0
1307,0
1308,0
1309,1
1310,0
1311,1
1312,0
1313,1
1314,0
1315,1
1316,1
1317,1
1318,1
1319,0
1320,1
1321,1
1322,0
1323,1
1324,0
1325,1
1326,1
1327,0
1328,0
1329,0
1330,0
1331,0
1332,1
1333,1
1334,0
1335,0
1336,0
1337,0
1338,1
1339,1
1340,0
1341,0
1342,1
1343,1
1344,0
1345,1
1346,0
1347,0
1348,1
1349,0
1350,1
1351,0
1352,1
1353,0
1354,0
1355,1
1356,0
1357,1
1358,0
1359,0
1360,1
1361,0
1362,1
1363,0
1364,0
1365,1
1366,0
1367,1
1368,1
1369,0
1370,1
1371,1
1372,1
1373,0
1374,0
1375,0
1376,0
1377,1
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,1
1387,1
1388,0
1389,1
1390,1
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,1
1400,1
1401,0
1402,1
1403,1
1404,1
1405,1
1406,0
1407,1
1408,1
1409,0
1410,1
1411,1
1412,1
1413,1
1414,1
1415,1
1416,0
1417,1
1418,1
1419,0
1420,1
1421,1
1422,1
1423,0
1424,1
1425,1
1426,0
1427,1
1428,1
1429,1
1430,1
1431,0
1432,1
1433,1
1434,0
1435,1
1436,0
1437,0
1438,1
1439,0
1440,1
1441,0
1442,0
1443,1
1444,0
1445,1
1446,0
1447,0
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,0
1455,1
1456,1
1457,1
1458,0
1459,1
1460,0
1461,1
1462,1
1463,1
1464,1
1465,0
1466,1
1467,1
1468,1
1469,0
1470,0
1471,1
1472,0
1473,1
1474,1
1475,0
1476,0
1477,1
1478,0
1479,0
1480,0
1481,0
1482,1
1483,1
1484,0
1485,1
1486,1
1487,1
1488,1
1489,0
1490,0
1491,0
1492,1
1493,1
1494,0
1495,1
1496,0
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,0
1504,1
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,1
1512,1
1513,0
1514,0
1515,1
1516,0
1517,1
1518,0
1519,1
1520,1
1521,1
1522,1
1523,0
1524,0
1525,1
1526,0
1527,0
1528,0
1529,1
1530,0
1531,0
1532,1
1533,1
1534,0
1535,0
1536,0
1537,1
1538,1
1539,0
1540,1
1541,0
1542,0
1543,0
1544,1
1545,1
1546,0
1547,0
1548,1
1549,0
1550,1
1551,1
1552,1
1553,0
1554,1
1555,0
1556,0
1557,0
1558,1
1559,1
1560,1
1561,0
1562,1
1563,1
1564,1
1565,1
1566,1
1567,0
1568,0
1569,1
1570,0
1571,1
1572,1
1573,1
1574,1
1575,0
1576,0
1577,1
1578,0
1579,1
1580,0
1581,0
1582,1
1583,1
1584,1
1585,1
1586,1
1587,0
1588,0
1589,0
1590,1
1591,0
1592,0
1593,0
1594,0
1595,1
1596,1
1597,1
1598,0
1599,0
1600,1
1601,1
1602,1
1603,0
1604,1
1605,1
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,1
1613,0
1614,1
1615,0
1616,1
1617,0
1618,1
1619,0
1620,0
1621,1
1622,1
1623,1
1624,1
1625,0
1626,0
1627,0
1628,1
1629,0
1630,1
1631,1
1632,0
1633,1
1634,0
1635,0
1636,1
1637,1
1638,1
1639,1
1640,1
1641,0
1642,0
1643,0
1644,1
1645,1
1646,1
1647,0
1648,1
1649,1
1650,1
1651,1
1652,0
1653,0
1654,1
1655,1
1656,1
1657,1
1658,0
1659,1
1660,0
1661,0
1662,0
1663,1
1664,0
1665,0
1666,0
1667,0
1668,0
1669,1
1670,0
1671,0
1672,0
1673,0
1674,0
1675,1
1676,0
1677,0
1678,0
1679,0
1680,1
1681,1
1682,0
1683,1
1684,0
1685,0
1686,1
1687,1
1688,1
1689,1
1690,0
1691,0
1692,1
1693,0
1694,1
1695,1
1696,0
1697,0
1698,0
1699,0
1700,0
1701,1
1702,1
1703,0
1704,0
1705,1
1706,0
1707,1
1708,0
1709,1
1710,0
1711,0
1712,1
1713,1
1714,0
1715,0
1716,0
1717,0
1718,1
1719,0
1720,0
1721,0
1722,1
1723,1
1724,1
1725,1
1726,0
1727,0
1728,1
1729,1
1730,0
1731,1
1732,0
1733,1
1734,0
1735,1
1736,1
1737,1
1738,0
1739,0
1740,1
1741,0
1742,0
1743,0
1744,1
1745,0
1746,0
1747,1
1748,1
1749,1
1750,1
1751,0
1752,1
1753,1
1754,0
1755,0
1756,0
1757,1
1758,1
1759,1
1760,1
1761,0
1762,1
1763,1
1764,1
1765,1
1766,1
1767,0
1768,0
1769,1
1770,1
1771,1
1772,1
1773,0
1774,1
1775,1
1776,0
1777,1
1778,1
1779,0
1780,0
1781,1
1782,0
1783,0
1784,1
1785,0
1786,1
1787,0
1788,1
1789,0
1790,1
1791,1
1792,1
1793,0
1794,1
1795,0
1796,1
1797,1
1798,0
1799,0
1800,1
1801,1
1802,1
1803,1
1804,0
1805,0
1806,1
1807,0
1808,1
1809,1
1810,1
1811,0
1812,1
1813,0
1814,1
1815,1
1816,0
1817,1
1818,1
1819,1
1820,0
1821,1
1822,1
1823,1
1824,1
1825,0
1826,0
1827,1
1828,0
1829,0
1830,0
1831,1
1832,1
1833,1
1834,0
1835,0
1836,0
1837,1
1838,0
1839,1
1840,1
1841,1
1842,1
1843,0
1844,1
1845,1
1846,0
1847,1
1848,0
1849,1
1850,1
1851,1
1852,1
1853,0
1854,0
1855,0
1856,0
1857,1
1858,0
1859,0
1860,1
1861,1
1862,1
1863,0
1864,0
1865,1
1866,0
1867,0
1868,1
1869,0
1870,0
1871,0
1872,0
1873,0
1874,1
1875,0
1876,0
1877,1
1878,0
1879,1
1880,0
1881,0
1882,1
1883,1
1884,0
1885,0
1886,1
1887,0
1888,1
1889,0
1890,1
1891,1
1892,1
1893,1
1894,0
1895,1
1896,0
1897,1
1898,1
1899,0
1900,0
1901,1
1902,1
1903,0
1904,0
1905,1
1906,1
1907,1
1908,1
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,1
1917,0
1918,1
1919,0
1920,1
1921,0
1922,0
1923,1
1924,0
1925,0
1926,0
1927,1
1928,1
1929,0
1930,0
1931,1
1932,1
1933,1
1934,0
1935,0
1936,1
1937,1
1938,0
1939,1
1940,1
1941,1
1942,0
1943,0
1944,0
1945,1
1946,0
1947,0
1948,0
1949,0
1950,0
1951,1
1952,1
1953,0
1954,1
1955,1
1956,1
1957,0
1958,0
1959,0
1960,0
1961,1
1962,0
1963,0
1964,1
1965,1
1966,1
1967,0
1968,0
1969,1
1970,0
1971,0
1972,1
1973,0
1974,0
1975,1
1976,0
1977,1
1978,1
1979,1
1980,1
1981,1
1982,0
1983,0
1984,0
1985,0
1986,1
1987,1
1988,1
1989,1
1990,1
1991,1
1992,0
1993,0
1994,0
1995,1
1996,1
1997,0
1998,0
1999,0
2000,1
2001,1
2002,1
2003,0
2004,0
2005,0
2006,0
2007,1
2008,0
2009,0
2010,0
2011,1
2012,0
2013,1
2014,0
2015,0
2016,0
2017,0
2018,0
2019,1
2020,1
2021,0
2022,1
2023,1
2024,1
2025,0
2026,0
2027,0
2028,1
2029,1
2030,1
2031,1
2032,1
2033,0
2034,0
2035,1
2036,1
2037,1
2038,0
2039,1
2040,0
2041,1
2042,0
2043,0
2044,1
2045,1
2046,0
2047,0
2048,1
2049,1
2050,0
2051,1
2052,0
2053,1
2054,1
2055,0
2056,0
2057,1
2058,0
2059,0
2060,0
2061,0
2062,1
2063,1
2064,1
2065,0
2066,0
2067,1
2068,0
2069,1
2070,1
2071,0
2072,1
2073,0
2074,1
2075,0
2076,1
2077,0
2078,1
2079,1
2080,0
2081,1
2082,1
2083,1
2084,1
2085,1
2086,0
2087,0
2088,0
2089,0
2090,0
2091,1
2092,0
2093,0
2094,0
2095,1
2096,1
2097,1
2098,1
2099,1
2100,1
2101,0
2102,1
2103,0
2104,1
2105,1
2106,1
2107,0
2108,1
2109,1
2110,0
2111,0
2112,0
2113,0
2114,1
2115,0
2116,1
2117,1
2118,1
2119,1
2120,1
2121,0
2122,0
2123,0
2124,0
2125,1
2126,0
2127,0
2128,0
2129,0
2130,0
2131,1
2132,1
2133,1
2134,0
2135,1
2136,0
2137,0
2138,1
2139,1
2140,1
2141,0
2142,0
2143,1
2144,0
2145,0
2146,0
2147,1
2148,0
2149,0
2150,0
2151,0
2152,1
2153,0
2154,1
2155,0
2156,1
2157,1
2158,0
2159,1
2160,0
2161,0
2162,1
2163,0
2164,0
2165,1
2166,0
2167,1
2168,0
2169,1
2170,1
2171,0
2172,0
2173,1
2174,1
2175,1
2176,0
2177,0
2178,1
2179,1
2180,0
2181,1
2182,0
2183,0
2184,1
2185,1
2186,0
2187,1
2188,1
2189,1
2190,1
2191,0
2192,1
2193,0
2194,1
2195,0
2196,1
2197,1
2198,0
2199,0
2200,1
2201,0
2202,1
2203,1
2204,0
2205,1
2206,1
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,1
2214,0
2215,1
2216,1
2217,1
2218,0
2219,0
2220,1
2221,0
2222,0
2223,1
2224,1
2225,0
2226,0
2227,0
2228,1
2229,1
2230,0
2231,0
2232,0
2233,0
2234,1
2235,1
2236,0
2237,1
2238,1
2239,0
2240,0
2241,0
2242,0
2243,1
2244,0
2245,1
2246,1
2247,1
2248,0
2249,0
2250,1
2251,1
2252,0
2253,0
2254,0
2255,1
2256,0
2257,1
2258,0
2259,1
2260,1
2261,1
2262,0
2263,1
2264,1
2265,1
2266,0
2267,1
2268,0
2269,0
2270,1
2271,0
2272,1
2273,1
2274,1
2275,1
2276,1
2277,0
2278,0
2279,1
2280,0
2281,1
2282,0
2283,0
2284,1
2285,0
2286,0
2287,0
2288,0
2289,1
2290,1
2291,1
2292,1
2293,0
2294,0
2295,0
2296,1
2297,1
2298,1
2299,1
2300,1
2301,0
2302,1
2303,0
2304,1
2305,0
2306,1
2307,0
2308,0
2309,0
2310,0
2311,0
2312,1
2313,0
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,0
2323,0
2324,0
2325,0
2326,0
2327,1
2328,1
2329,1
2330,1
2331,0
2332,1
2333,0
2334,1
2335,0
2336,1
2337,1
2338,0
2339,1
2340,0
2341,1
2342,0
2343,0
2344,0
2345,0
2346,1
2347,1
2348,0
2349,1
2350,1
2351,1
2352,1
2353,0
2354,1
2355,0
2356,1
2357,1
2358,1
2359,1
2360,0
2361,1
2362,1
2363,1
2364,0
2365,0
2366,0
2367,1
2368,0
2369,0
2370,0
2371,1
2372,0
2373,1
2374,1
2375,1
2376,0
2377,0
2378,1
2379,1
2380,1
2381,1
2382,1
2383,0
2384,1
2385,1
2386,1
2387,1
2388,0
2389,1
2390,0
2391,1
2392,1
2393,0
2394,0
2395,1
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,1
2403,0
2404,1
2405,0
2406,1
2407,1
2408,0
2409,0
2410,0
2411,0
2412,1
2413,1
2414,0
2415,0
2416,0
2417,1
2418,1
2419,1
2420,1
2421,1
2422,1
2423,0
2424,1
2425,0
2426,0
2427,1
2428,1
2429,0
2430,0
2431,0
2432,0
2433,0
2434,1
2435,1
2436,0
2437,0
2438,0
2439,1
2440,0
2441,0
2442,1
2443,0
2444,1
2445,0
2446,1
2447,1
2448,1
2449,1
2450,0
2451,0
2452,1
2453,1
2454,1
2455,1
2456,0
2457,1
2458,0
2459,1
2460,0
2461,1
2462,0
2463,0
2464,0
2465,0
2466,1
2467,0
2468,1
2469,0
2470,1
2471,0
2472,0
2473,0
2474,1
2475,1
2476,0
2477,1
2478,1
2479,0
2480,0
2481,0
2482,1
2483,1
2484,1
2485,1
2486,1
2487,0
2488,0
2489,0
2490,0
2491,0
2492,1
2493,1
2494,0
2495,1
2496,0
2497,0
2498,1
2499,0
2500,1
2501,0
2502,0
2503,1
2504,0
2505,0
2506,0
2507,0
2508,1
2509,0
2510,0
2511,1
2512,1
2513,1
2514,1
2515,0
2516,0
2517,0
2518,0
2519,0
2520,1
2521,1
2522,1
2523,0
2524,1
2525,0
2526,0
2527,0
2528,1
2529,0
2530,0
2531,0
2532,0
2533,0
2534,1
2535,1
2536,0
2537,1
2538,0
2539,0
2540,0
2541,1
2542,0
2543,0
2544,0
2545,1
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0
2552,0
2553,0
2554,1
2555,1
2556,1
2557,1
2558,0
2559,1
2560,0
2561,1
2562,0
2563,1
2564,1
2565,0
2566,0
2567,0
2568,1
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,1
2576,1
2577,1
2578,1
2579,0
2580,1
2581,1
2582,0
2583,0
2584,1
2585,0
2586,1
2587,0
2588,1
2589,1
2590,1
2591,0
2592,0
2593,1
2594,0
2595,0
2596,0
2597,1
2598,0
2599,1
2600,1
2601,1
2602,0
2603,1
2604,0
2605,0
2606,0
2607,0
2608,1
2609,0
2610,1
2611,0
2612,1
2613,1
2614,1
2615,0
2616,0
2617,1
2618,0
2619,1
2620,0
2621,0
2622,0
2623,1
2624,1
2625,1
2626,0
2627,0
2628,0
2629,0
2630,0
2631,1
2632,1
2633,1
2634,1
2635,0
2636,1
2637,0
2638,0
2639,1
2640,0
2641,0
2642,0
2643,1
2644,1
2645,1
2646,0
2647,0
2648,1
2649,0
2650,1
2651,1
2652,0
2653,1
2654,1
2655,1
2656,0
2657,0
2658,0
2659,1
2660,0
2661,0
2662,1
2663,1
2664,0
2665,1
2666,0
2667,0
2668,0
2669,1
2670,0
2671,1
2672,0
2673,1
2674,1
2675,0
2676,1
2677,0
2678,1
2679,0
2680,1
2681,0
2682,0
2683,0
2684,1
2685,0
2686,1
2687,0
2688,1
2689,1
2690,0
2691,1
2692,0
2693,0
2694,0
2695,0
2696,0
2697,0
2698,0
2699,0
2700,0
2701,1
2702,0
2703,1
2704,0
2705,0
2706,0
2707,0
2708,0
2709,1
2710,1
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,0
2718,0
2719,1
2720,0
2721,1
2722,0
2723,1
2724,1
2725,0
2726,0
2727,0
2728,0
2729,0
2730,1
2731,1
2732,0
2733,1
2734,1
2735,1
2736,1
2737,1
2738,0
2739,0
2740,1
2741,1
2742,1
2743,1
2744,0
2745,0
2746,1
2747,0
2748,0
2749,0
2750,0
2751,1
2752,1
2753,1
2754,0
2755,1
2756,0
2757,1
2758,0
2759,1
2760,0
2761,1
2762,0
2763,0
2764,1
2765,0
2766,1
2767,1
2768,1
2769,0
2770,1
2771,0
2772,1
2773,1
2774,1
2775,1
2776,1
2777,1
2778,0
2779,0
2780,1
2781,1
2782,0
2783,0
2784,0
2785,1
2786,1
2787,0
2788,0
2789,0
2790,0
2791,1
2792,0
2793,1
2794,0
2795,0
2796,1
2797,0
2798,0
2799,1
2800,0
2801,0
2802,0
2803,1
2804,1
2805,1
2806,1
2807,0
2808,0
2809,1
2810,1
2811,1
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,1
2819,0
2820,1
2821,0
2822,1
2823,0
2824,0
2825,0
2826,1
2827,1
2828,0
2829,1
2830,0
2831,1
2832,1
2833,1
2834,1
2835,0
2836,0
2837,1
2838,1
2839,1
2840,1
2841,0
2842,0
2843,1
2844,0
2845,0
2846,0
2847,1
2848,0
2849,1
2850,1
2851,1
2852,0
2853,1
2854,0
2855,0
2856,0
2857,1
2858,0
2859,0
2860,1
2861,1
2862,1
2863,0
2864,0
2865,1
2866,0
2867,0
2868,1
2869,1
2870,1
2871,1
2872,1
2873,1
2874,0
2875,0
2876,1
2877,1
2878,0
2879,1
2880,0
2881,1
2882,1
2883,0
2884,1
2885,0
2886,1
2887,1
2888,0
2889,0
2890,1
2891,0
2892,0
2893,0
2894,1
2895,1
2896,0
2897,1
2898,1
2899,0
2900,0
2901,0
2902,0
2903,1
2904,1
2905,1
2906,1
2907,1
2908,0
2909,0
2910,0
2911,1
2912,1
2913,0
2914,0
2915,1
2916,0
2917,1
2918,0
2919,0
2920,1
2921,0
2922,1
2923,0
2924,0
2925,1
2926,1
2927,1
2928,1
2929,1
2930,1
2931,0
2932,1
2933,1
2934,1
2935,1
2936,0
2937,1
2938,0
2939,0
2940,1
2941,1
2942,0
2943,0
2944,1
2945,0
2946,1
2947,0
2948,1
2949,0
2950,0
2951,1
2952,0
2953,1
2954,1
2955,0
2956,1
2957,1
2958,0
2959,1
2960,0
2961,0
2962,0
2963,1
2964,1
2965,1
2966,1
2967,1
2968,0
2969,1
2970,0
2971,1
2972,1
2973,1
2974,0
2975,1
2976,1
2977,1
2978,1
2979,0
2980,0
2981,1
2982,1
2983,0
2984,1
2985,1
2986,1
2987,1
2988,0
2989,1
2990,0
2991,0
2992,1
2993,0
